review_status,display_tier,kevin_manual_tier,ai_prescreen_tier,company,category,location,website,email,phone_whatsapp,product_fit,huasue_series_fit,recommended_angle,recommended_first_channel,contact_status,followup_status,next_action,background_research_status,scale_check_status,revenue_status,social_media_status,kevin_feedback_notes,feedback_source,source_notes
未审核-AI预筛,T3 supply_chain,,T3 supply_chain,Pastry Pro Sdn Bhd,baking ingredients/tools/packaging supplier,Malaysia,https://www.pastrypro.com.my,,,,C/E first; T/J optional,Bakery packaging reseller and customer-intelligence channel,Website/contact discovery,,uncontacted / 未跟进-待背景调查,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,not_started,not_checked,not_checked,not_checked,,,
未审核-AI预筛,T3/T4 long_term_nonfood,,T3/T4 long_term_nonfood,PBS Office,office_stationery_storage,Malaysia,https://www.pbsoffice.com/,,,office supplies,Non-food track; lower current priority,office storage and document box category,Website/contact discovery,,uncontacted / 未跟进-待背景调查,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,not_started,not_checked,not_checked,not_checked,,,
未审核-AI预筛,T3/T4 long_term_nonfood,,T3/T4 long_term_nonfood,Pet Hypermart,pet_reptile_aquarium,Malaysia,https://www.pethypermart.com.my/,,,pet supplies retail,Non-food track; lower current priority,pet treat container and accessory pack,Website/contact discovery,,uncontacted / 未跟进-待背景调查,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,not_started,not_checked,not_checked,not_checked,,,
未审核-AI预筛,T3/T4 long_term_nonfood,,T3/T4 long_term_nonfood,Pet World Nutritions,pet_reptile_aquarium,Malaysia,https://www.petworld.com.my/,,,pet food/products,Non-food track; lower current priority,"pet food container, treat jars, retail pack",Website/contact discovery,,uncontacted / 未跟进-待背景调查,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,not_started,not_checked,not_checked,not_checked,,,
未审核-AI预筛,T3/T4 long_term_nonfood,,T3/T4 long_term_nonfood,Petsmore,pet_reptile_aquarium,Malaysia,https://www.petsmore.com.my/,,,pet retail chain,Non-food track; lower current priority,"pet treat jars, accessory boxes, retail pack",Website/contact discovery,,uncontacted / 未跟进-待背景调查,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,not_started,not_checked,not_checked,not_checked,,,
未审核-AI预筛,T3/T4 long_term_nonfood,,T3/T4 long_term_nonfood,PMT Industries,hardware_fastener_parts_box,Malaysia,https://www.pmt-industries.com/,,,engineering/industrial supplier,Non-food track; lower current priority,component boxes and spare parts packaging,Website/contact discovery,,uncontacted / 未跟进-待背景调查,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,not_started,not_checked,not_checked,not_checked,,,
未审核-AI预筛,T3 supply_chain,,T3 supply_chain,Pok Brothers Sdn Bhd,frozen_food,Selangor,https://www.pokbrothers.com/,,,food service and frozen/chilled products,B/T first; A/K optional,foodservice packaging and frozen product suppliers,Website/contact discovery,,uncontacted / 未跟进-待背景调查,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,not_started,not_checked,not_checked,not_checked,,,
未审核-AI预筛,T3 supply_chain,,T3 supply_chain,Polymart,channel_wholesaler,Malaysia,https://www.polymart.com.my/,,,Packaging supplier listed in Malaysia food packaging supplier lists,Needs product-format check,Channel lead to verify; K-series can be offered for general commodity packaging if suitable,Website/contact discovery,,uncontacted / 未跟进-待背景调查,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,not_started,not_checked,not_checked,not_checked,,,
未审核-AI预筛,T3 supply_chain,,T3 supply_chain,PP Equipment UNOX,cafe/bakery equipment; supply_chain_outsourcing,Malaysia / FDM featured,https://www.fooddrinksmalaysia.com/who-exhibits/,,,bakery/cafe equipment,C/E first; T/J optional,"channel to cafes/bakeries; offer paper cups, bags, takeaway supplies, plastic bakery boxes",Website/contact discovery,needs_contact_research,uncontacted / 未跟进-待背景调查,先核验官网/联系人/采购负责人；再决定是否开发 / Verify website/contact; check company scale and whether buyer/procurement contact exists before outreach.,not_started,not_checked,not_checked,not_checked,,,FDM2026 official featured brands: Official FDM2026 who-exhibits page lists this brand under Featured Brands.
未审核-AI预筛,T3/T4 long_term_nonfood,,T3/T4 long_term_nonfood,PXL Marketing,disposable food packaging supplier,Malaysia,https://www.pxl.com.my/,,,Disposable food packaging supplier/manufacturer in Malaysia,Non-food track; lower current priority,Large disposable packaging channel; potential distributor or competitor; K-series can be offered for general commodity packaging if suitable,Website/contact discovery,,uncontacted / 未跟进-待背景调查,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,not_started,not_checked,not_checked,not_checked,,,
未审核-AI预筛,T3 supply_chain,,T3 supply_chain,QCC F&B Supply Sdn Bhd,F&B supply; supply_chain_outsourcing,Malaysia,https://www.fooddrinksmalaysia.com/exhibitors-list/,,,F&B supply company,Supply-chain outsourcing; not HUASUE-only,"paper cups, paper bags, nonwoven bags, takeaway supplies, plastic containers",Website/contact discovery,needs_contact_research,uncontacted / 未跟进-待背景调查,先核验官网/联系人/采购负责人；再决定是否开发 / Verify official site/contact; determine whether they are direct buyer or channel; check revenue/size if large enough.,not_started,not_checked,not_checked,not_checked,,,FDM official exhibitors list 2024/2025: Official FDM exhibitors list includes this company in Malaysia entries.
未审核-AI预筛,T3/T4 long_term_nonfood,,T3/T4 long_term_nonfood,Qian Hu Aquarium & Pets (M) Sdn Bhd,pet_reptile_aquarium,Selangor,https://www.qianhu.com.my/pet-accessories,sales@qianhu.com.my,03-8724 9288 / 603-8961 5142,aquarium and pet products B2B distributor,C/E first; T/J optional,"clear pet accessory boxes, reptile/aquarium display containers, organizer boxes",Email,drafted_not_sent,drafted_not_sent,Review/send Gmail draft r7224720231076424088; call 03-87249288,not_started,not_checked,not_checked,not_checked,,,"Second batch non-food. Angle: pet accessory boxes, reptile/aquarium display containers, organizer boxes."
未审核-AI预筛,T3/T4 long_term_nonfood,,T3/T4 long_term_nonfood,Quality Confectionaire (M) Sdn Bhd,bakery_biscuit_cookie,"Kepong Baru, Kuala Lumpur, Malaysia",https://www.qualityconfectionaire.com.my/,qualityconfectionaire@gmail.com,+6012-388 4898,"Traditional Chinese bakery, pastries, cakes, breads, biscuits",T/J first; F/E optional,"Retail bakery clear PET boxes, biscuit trays, festive packaging",WhatsApp,drafted_not_sent,drafted_not_sent,Send WhatsApp opening or call to ask packaging contact,not_started,not_checked,not_checked,not_checked,,,"Drafted targeted WhatsApp/email. Products: mooncakes, CNY cookies, butter cookies, cakes, biscuits. Angle: T-series tubs, J-series samples, PET jars, clear boxes, trays; Kuala Lumpur visit or MIFB booth meeting."
未审核-AI预筛,T3 supply_chain,,T3 supply_chain,Quantum Supplies (M) Sdn Bhd,supplies/distributor; supply_chain_outsourcing,Malaysia,https://www.fooddrinksmalaysia.com/exhibitors-list/,,,supplies/trading,Supply-chain outsourcing; not HUASUE-only,"paper cups, paper bags, nonwoven bags, disposable packaging channel",Website/contact discovery,needs_contact_research,uncontacted / 未跟进-待背景调查,先核验官网/联系人/采购负责人；再决定是否开发 / Verify official site/contact; determine whether they are direct buyer or channel; check revenue/size if large enough.,not_started,not_checked,not_checked,not_checked,,,FDM official exhibitors list 2024/2025: Official FDM exhibitors list includes this company in Malaysia entries.
未审核-AI预筛,T3/T4 long_term_nonfood,,T3/T4 long_term_nonfood,Reptiles Malaysia communities/retailers,pet_reptile_aquarium,Malaysia,https://www.facebook.com/search/top?q=reptile%20malaysia,,,reptile hobby and supplies,Non-food track; lower current priority,cricket/insect/reptile transport boxes and ventilation containers,Website/contact discovery,,uncontacted / 未跟进-待背景调查,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,not_started,not_checked,not_checked,not_checked,,,
未审核-AI预筛,T3/T4 long_term_nonfood,,T3/T4 long_term_nonfood,Rico Food Industries Sdn. Bhd.,jelly pudding snacks wafer manufacturer,Kedah Malaysia,https://ricofood.com.my/,info@lawngreen-weasel-345064.hostingersite.com,+604-484 8888,jelly pudding cereal snacks wafer,T/J first; F/E optional,"pudding cups, jelly containers, PET jars, wafer display boxes",WhatsApp/phone first,,uncontacted / 未跟进-待背景调查,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,not_started,not_checked,not_checked,not_checked,,,
未审核-AI预筛,T3/T4 long_term_nonfood,,T3/T4 long_term_nonfood,Rompin Pineapple,fruit product brand; food_direct_customer,Malaysia / FDM featured,https://www.fooddrinksmalaysia.com/who-exhibits/,,,pineapple products,T/J first; F/E optional,"clear gift packaging, PET boxes, paper bags",Website/contact discovery,needs_contact_research,uncontacted / 未跟进-待背景调查,先核验官网/联系人/采购负责人；再决定是否开发 / Verify website/contact; check company scale and whether buyer/procurement contact exists before outreach.,not_started,not_checked,not_checked,not_checked,,,FDM2026 official featured brands: Official FDM2026 who-exhibits page lists this brand under Featured Brands.
未审核-AI预筛,T3/T4 long_term_nonfood,,T3/T4 long_term_nonfood,Ryverra Chocolate,chocolate brand/manufacturer; food_direct_customer,Malaysia / FDM featured,https://www.fooddrinksmalaysia.com/who-exhibits/,,,chocolate products,F/E first; T/J optional,"premium PET jars, clear chocolate boxes, paper gift bags",Website/contact discovery,needs_contact_research,uncontacted / 未跟进-待背景调查,先核验官网/联系人/采购负责人；再决定是否开发 / Verify website/contact; check company scale and whether buyer/procurement contact exists before outreach.,not_started,not_checked,not_checked,not_checked,,,FDM2026 official featured brands: Official FDM2026 who-exhibits page lists this brand under Featured Brands.
未审核-AI预筛,T3 supply_chain,,T3 supply_chain,SAMENTA F&B SME network,SME food manufacturers network; channel_or_distributor,Malaysia,https://www.facebook.com/mifbtradefair/posts/theyve-already-registered-have-youjoin-a-growing-network-of-industry-professiona/1315189244146838/,,,SME food manufacturers,Supply-chain outsourcing; not HUASUE-only,"sample packaging, paper bags, plastic food packs",Website/contact discovery,needs_contact_research,uncontacted / 未跟进-待背景调查,"先核验官网/联系人/采购负责人；再决定是否开发 / Use association/network search, not direct email; identify member list and individual buyers before outreach.",not_started,not_checked,not_checked,not_checked,,,"MIFB buyer programme target category: Facebook buyer-list post indicates registered industry professionals, but individual company names were not retrievable from current fetch; use as association/network target only."
未审核-AI预筛,T3/T4 long_term_nonfood,,T3/T4 long_term_nonfood,Sancora Paints,paint_chemical_pail,Malaysia,https://www.sancora.com/,,,paint and coatings,Non-food track; lower current priority,paint pail and retail pack,Website/contact discovery,,uncontacted / 未跟进-待背景调查,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,not_started,not_checked,not_checked,not_checked,,,
未审核-AI预筛,T3/T4 long_term_nonfood,,T3/T4 long_term_nonfood,Seamaster Paint,paint_chemical_pail,Malaysia,https://www.seamaster.com.my/,,,paint manufacturer,Non-food track; lower current priority,"paint pail, branded container",Website/contact discovery,,uncontacted / 未跟进-待背景调查,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,not_started,not_checked,not_checked,not_checked,,,
未审核-AI预筛,T3 supply_chain,,T3 supply_chain,See Woo Frozen Food Specialist,frozen_food,"Petaling Jaya, Selangor",https://seewoofrozen.com.my/,seewoopj@live.com,+(60)3-7772 2753 / +(60)3-7781 9996,frozen groceries distributor,B/T first; A/K optional,"frozen retail packs, low-temperature PP containers, distributor-channel packaging",Email,drafted_not_sent,drafted_not_sent,Review/send Gmail draft r3184696927235647689; call +603-77722753,not_started,not_checked,not_checked,not_checked,,,Second batch. Email from public listing/needs final verification. Distributor channel for frozen packaging.
未审核-AI预筛,T3/T4 long_term_nonfood,,T3/T4 long_term_nonfood,SKK Malaysia,paint_chemical_pail,Malaysia,https://www.skk.com.my/,,,architectural coatings,Non-food track; lower current priority,"coating pail, sample container",Website/contact discovery,,uncontacted / 未跟进-待背景调查,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,not_started,not_checked,not_checked,not_checked,,,
未审核-AI预筛,T3/T4 long_term_nonfood,,T3/T4 long_term_nonfood,Smart Paint Malaysia,paint_chemical_pail,Malaysia,https://smartpaint.com.my/,,,paint brand/distributor,Non-food track; lower current priority,small pail and retail paint pack,Website/contact discovery,,uncontacted / 未跟进-待背景调查,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,not_started,not_checked,not_checked,not_checked,,,
未审核-AI预筛,T3/T4 long_term_nonfood,,T3/T4 long_term_nonfood,Snek Ku,snack_confectionery,Malaysia,https://snekku.com.my/,,,snack foods,F/E first; T/J optional,"PET jars, PET clear boxes and premium gift/display packaging; T/J only if they use tubs or secure PP boxes.",Website/contact discovery,,uncontacted / 未跟进-待背景调查,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,not_started,not_checked,not_checked,not_checked,,,
未审核-AI预筛,T3 AI_prescreen,,T3 AI_prescreen,Solid Cool Marketing (Selayang) Sdn Bhd,beverage/ice cream/food marketing; food_direct_customer,Malaysia,https://www.fooddrinksmalaysia.com/exhibitors-list/,,,cold food or beverage marketing,F/E first; T/J optional,"cups, dessert containers, paper cups, sampling cups",Website/contact discovery,needs_contact_research,uncontacted / 未跟进-待背景调查,先核验官网/联系人/采购负责人；再决定是否开发 / Verify official site/contact; determine whether they are direct buyer or channel; check revenue/size if large enough.,not_started,not_checked,not_checked,not_checked,,,FDM official exhibitors list 2024/2025: Official FDM exhibitors list includes this company in Malaysia entries.
未审核-AI预筛,T3/T4 long_term_nonfood,,T3/T4 long_term_nonfood,Stationery World Malaysia,office_stationery_storage,Malaysia,https://stationeryworld.com.my/,,,stationery supplier,Non-food track; lower current priority,stationery boxes and retail packaging,Website/contact discovery,,uncontacted / 未跟进-待背景调查,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,not_started,not_checked,not_checked,not_checked,,,
未审核-AI预筛,T3 AI_prescreen,,T3 AI_prescreen,Sunglo,margarine / spreads / foodservice,regional brand,,,,,Needs product-format check,PP tubs / margarine containers / IML tubs,Background/contact research first,,uncontacted,Identify Malaysia owner/distributor and packaging contact,not_started,not_checked,not_checked,not_checked,,,Good fit for T/B tub style if local procurement exists.
未审核-AI预筛,T3/T4 long_term_nonfood,,T3/T4 long_term_nonfood,Suzuka,paint_chemical_pail,Malaysia,https://www.suzuka.com.my/,,,"texture coating, architectural finishes",Non-food track; lower current priority,coating pail and sample tub,Website/contact discovery,,uncontacted / 未跟进-待背景调查,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,not_started,not_checked,not_checked,not_checked,,,
未审核-AI预筛,T3 supply_chain,,T3 supply_chain,SWC Online,channel_wholesaler,Malaysia,https://swc-online.com/index.php?path=36_36&route=product%2Fsearch,,,Wholesale disposable plastic food packaging supplier,Needs product-format check,Wholesale channel for disposable food plastic packaging; K-series can be offered for general commodity packaging if suitable,Website/contact discovery,,uncontacted / 未跟进-待背景调查,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,not_started,not_checked,not_checked,not_checked,,,
未审核-AI预筛,T3/T4 long_term_nonfood,,T3/T4 long_term_nonfood,Tai Sun Lim Kee Food Industries,snack_confectionery,Malaysia,https://www.taisunlimkee.com/,,,"nuts, snacks",F/E first; T/J optional,"PET jars, PET clear boxes and premium gift/display packaging; T/J only if they use tubs or secure PP boxes.",Website/contact discovery,,uncontacted / 未跟进-待背景调查,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,not_started,not_checked,not_checked,not_checked,,,
未审核-AI预筛,T3/T4 long_term_nonfood,,T3/T4 long_term_nonfood,Tian Atelier Group Sdn Bhd / XANYA,food group to verify,Selangor Malaysia,https://xanyagroup.com,,,,Non-food track; lower current priority,IML/PET if self-owned food brand; first ask product line and purchasing process,Website/contact discovery,,uncontacted / 未跟进-待背景调查,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,not_started,not_checked,not_checked,not_checked,,,
未审核-AI预筛,T3/T4 long_term_nonfood,,T3/T4 long_term_nonfood,TOA Paint Malaysia,paint_chemical_pail,Malaysia,https://www.toagroup.com/my/,,,paint and coatings,Non-food track; lower current priority,paint pail and small tub,Website/contact discovery,,uncontacted / 未跟进-待背景调查,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,not_started,not_checked,not_checked,not_checked,,,
未审核-AI预筛,T3/T4 long_term_nonfood,,T3/T4 long_term_nonfood,Tong Heer Fasteners Co Sdn Bhd,hardware_fastener_parts_box,"Perai, Penang",https://tong.com.my/subsidiaries/,not verified,+604-3903970 / +604-3900840,"stainless fasteners, screws, nuts, threaded items",T/J first; F/E optional,"fastener compartment boxes, small parts organizers, export retail packs",Phone,pending_call,pending_call,Call to ask packaging/sourcing contact; use website contact if available,not_started,not_checked,not_checked,not_checked,,,"Second batch phone-first. No reliable direct email found. Angle: fastener compartment boxes, export retail packs, small parts organizers."
未审核-AI预筛,T3/T4 long_term_nonfood,,T3/T4 long_term_nonfood,Tong Herr Resources Berhad,hardware_fastener_parts_box,Penang,https://tong.com.my/,not verified,website contact / phone to verify,fasteners group,Non-food track; lower current priority,"fastener packaging, compartment boxes, parts organizers",Website/Phone,pending_contact,pending_contact,Use website contact/phone to ask packaging/sourcing contact,not_started,not_checked,not_checked,not_checked,,,Second batch website/phone-first. No reliable direct email found. Angle: group-level fastener packaging and parts organizers.
未审核-AI预筛,T3/T4 long_term_nonfood,,T3/T4 long_term_nonfood,URC Malaysia / Munchy's,bakery_biscuit_cookie / snack_confectionery / large_account,"MunchWorld Marketing Sdn Bhd, Centro Building, 23rd Floor, 8, Jalan Batu Tiga Lama, 41300 Klang, Selangor, Malaysia; Munchy Food Industries Sdn Bhd, Lot 9366, Batu 7, Simpang 3, Tongkang Pecah, 83010 Batu Pahat, Johor, Malaysia",https://urc.com.my/contact-us/,,+603-3344 7888; +607-415 3322,"Biscuits, cookies, snacks, confectioneries, promotional packs, export/OEM signal",T/J first; F/E secondary,Supplier proposal for T-series PP tubs and J-series secure boxes for biscuit/snack packs; F/E PET clear jars/boxes for confectionery display and gift packs.,Website Supplier Proposals form + phone call to packaging development/procurement,full_development_pack_prepared_pending_website_submission_and_call,full_development_pack_ready,Submit URC Supplier Proposals form with targeted sample image; then call +603-3344 7888 and +607-415 3322 asking for Packaging Development / Procurement / R&D Packaging.,official_website_checked,large_group_signal,group_public_signal_not_quantified,LinkedIn company signal found; responsible person still needed,,,
未审核-AI预筛,T3 supply_chain,,T3 supply_chain,V Top Frozen Food Sdn Bhd,frozen_food,Kuala Lumpur,https://www.vtopfrozen.com/,,,frozen chicken and seafood supplier,B/T first; A/K optional,"frozen fresh tray, bulk-to-retail repack packaging",Website/contact discovery,,uncontacted / 未跟进-待背景调查,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,not_started,not_checked,not_checked,not_checked,,,
未审核-AI预筛,T3 supply_chain,,T3 supply_chain,Vees Kitchen Appliances Sdn Bhd,kitchen equipment; supply_chain_outsourcing,Malaysia,https://www.fooddrinksmalaysia.com/exhibitors-list/,,,kitchen/cafe equipment,Supply-chain outsourcing; not HUASUE-only,channel to HoReCa buyers; offer paper cups/bags and containers,Website/contact discovery,needs_contact_research,uncontacted / 未跟进-待背景调查,先核验官网/联系人/采购负责人；再决定是否开发 / Verify official site/contact; determine whether they are direct buyer or channel; check revenue/size if large enough.,not_started,not_checked,not_checked,not_checked,,,FDM official exhibitors list 2024/2025: Official FDM exhibitors list includes this company in Malaysia entries.
未审核-AI预筛,T3 supply_chain,,T3 supply_chain,Wakim,channel_wholesaler,KL/Selangor,https://www.malaysiafoodpackagings.com/index.html,,,Disposable food packaging supplier in KL and Selangor with distribution/trading history,Needs product-format check,Distributor/wholesale partner for T-series/J-series/food containers; K-series can be offered for general commodity packaging if suitable,Website/contact discovery,,uncontacted / 未跟进-待背景调查,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,not_started,not_checked,not_checked,not_checked,,,
未审核-AI预筛,T3/T4 long_term_nonfood,,T3/T4 long_term_nonfood,Wakim Packaging,disposable food packaging supplier,KL/Selangor Malaysia,https://www.malaysiafoodpackagings.com/index.html,,,,Non-food track; lower current priority,Factory-direct PP/PET containers new SKU supply partnership,Website/contact discovery,,uncontacted / 未跟进-待背景调查,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,not_started,not_checked,not_checked,not_checked,,,
未审核-AI预筛,T3 AI_prescreen,,T3 AI_prescreen,Wanpow Plastic Industries,peer_manufacturer,Malaysia,https://www.wanpow.com.my/plastic-containers-wholesale-supplier/,,,Plastic containers wholesaler and manufacturer,Needs product-format check,K-series general items; T-series tubs; J-series packaging; complementary/overflow selected SKU cooperation,Website/contact discovery,,uncontacted / 未跟进-待背景调查,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,not_started,not_checked,not_checked,not_checked,,,
未审核-AI预筛,T3/T4 long_term_nonfood,,T3/T4 long_term_nonfood,Windmill Food Industries,sugar confectionery manufacturer,Malaysia,https://www.windmillfood.com.my,,,,F/E first; T/J optional,Candy display boxes jars small PP/PET containers,Website/contact discovery,,uncontacted / 未跟进-待背景调查,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,not_started,not_checked,not_checked,not_checked,,,
未审核-AI预筛,T3 supply_chain,,T3 supply_chain,Wooba,channel_wholesaler,Malaysia,https://wooba.com.my/product-category/food-packaging/plastic-food-packaging/,,,Plastic food container supplier with online ordering,B/T first; A/K optional,Online channel for plastic bento/round/square/sauce/soup containers; K-series can be offered for general commodity packaging if suitable,Website/contact discovery,,uncontacted / 未跟进-待背景调查,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,not_started,not_checked,not_checked,not_checked,,,
未审核-AI预筛,T3/T4 long_term_nonfood,,T3/T4 long_term_nonfood,YS Fasteners,hardware_fastener_parts_box,Malaysia,https://www.ysfasteners.com/,,,fastener supplier/manufacturer,Non-food track; lower current priority,small parts boxes and assortment kits,Website/contact discovery,,uncontacted / 未跟进-待背景调查,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,not_started,not_checked,not_checked,not_checked,,,
已审核,T4,T4,,Barkath Co-Ro Manufacturing Sdn Bhd,beverage manufacturer; food_direct_customer,Malaysia,https://www.fooddrinksmalaysia.com/exhibitors-list/,,,beverage products,Supply-chain outsourcing; not HUASUE-only,paper cups for sampling/channel; secondary packaging,Website/contact discovery,needs_contact_research,uncontacted / 未跟进-待背景调查,先核验官网/联系人/采购负责人；再决定是否开发 / Verify official site/contact; determine whether they are direct buyer or channel; check revenue/size if large enough.,not_started,not_checked,not_checked,not_checked,"Low fit. Product/brand portfolio leans beverage bottles, Tetra Pak/paper boxes, candy bags, cans, powder bags, seasoning/basic-food packs and cartons/outer packaging.",kevin_selection_feedback_round_2026-07-06.md,FDM official exhibitors list 2024/2025: Official FDM exhibitors list includes this company in Malaysia entries.
已审核,T4,T4,,Dodo / Thong Siek Food Industry,frozen_food,Malaysia,https://dodo.com.my/,,,halal frozen fish-based products,C/E first; T/J optional,frozen fish cake tray and retail display pack,Website/contact discovery,,uncontacted / 未跟进-待背景调查,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,not_started,not_checked,not_checked,not_checked,Hotpot-base/similar line issue.,kevin_selection_feedback_round_2026-07-05.md,
已审核,T4/T5,T4/T5,,Ekee Food Industries Sdn Bhd,food manufacturer; food_direct_customer,Malaysia,https://www.fooddrinksmalaysia.com/exhibitors-list/,,,food products,Supply-chain outsourcing; not HUASUE-only,"food containers, retail packs, paper bags",Website/contact discovery,needs_contact_research,uncontacted / 未跟进-待背景调查,先核验官网/联系人/采购负责人；再决定是否开发 / Verify official site/contact; determine whether they are direct buyer or channel; check revenue/size if large enough.,not_started,not_checked,not_checked,not_checked,"Likely limited by seasoning/sachet/filling production systems. Usually soft pouch or cloth/bag-style packaging, not injection-molded rigid packaging.",kevin_selection_feedback_round_2026-07-06.md,FDM official exhibitors list 2024/2025: Official FDM exhibitors list includes this company in Malaysia entries.
已审核,T4/T5,T4/T5,,Fatihah Frozen Sdn Bhd,frozen_food; food_direct_customer / frozen food,Kuala Lumpur / Malaysia,https://www.fooddrinksmalaysia.com/exhibitors-list/,hello@fatihahfrozenfood.my,,frozen food products,B/T first; A/K optional,"low-temperature PP box, anti-crack cold-chain pack / PP frozen retail packs and trays",Email,needs_contact_research / sent,sent,Email sent from Gmail draft r7458688026990820325; phone follow-up if no reply / Verify official site/contact; determine whether they are direct buyer or channel; check revenue/size if large enough.,not_started,not_checked,not_checked,not_checked,Mostly soft pouch and paper box.,kevin_selection_feedback_round_2026-07-05.md,"FDM official exhibitors list 2024/2025: Official FDM exhibitors list includes this company in Malaysia entries. / Gmail draft created. Angle: low-temperature PP boxes, anti-crack cold-chain packaging and retail packs. No WhatsApp in current source row. User confirmed all first-batch drafts were sent on 2026-07-03."
已审核,T4,T4,,Fuji Frozen Sdn Bhd,frozen food; food_direct_customer,Malaysia,https://www.fooddrinksmalaysia.com/exhibitors-list/,,,frozen food products,B/T first; A/K optional,"PP trays, frozen packs, foodservice containers",Website/contact discovery,needs_contact_research,uncontacted / 未跟进-待背景调查,先核验官网/联系人/采购负责人；再决定是否开发 / Verify official site/contact; determine whether they are direct buyer or channel; check revenue/size if large enough.,not_started,not_checked,not_checked,not_checked,Raw meat/frozen category; uncertain but low.,kevin_selection_feedback_round_2026-07-05.md,FDM official exhibitors list 2024/2025: Official FDM exhibitors list includes this company in Malaysia entries.
已审核,T4,T4,,Hua Huat Manufacturing / Bika Snacks,snack_confectionery,Johor,https://www.bika.com.my/,info@bika.com.my,,"snacks, confectionery",F/E first; T/J optional,"snack tub, promotional clear pack, multi-SKU set",Email,sent,sent,Email sent from Gmail draft r-734137228900714867; phone follow-up if no reply,not_started,not_checked,not_checked,not_checked,Website appears compromised/hacked; insufficient reliable info.,kevin_selection_feedback_round_2026-07-05.md,"Gmail draft created. Angle: snack tubs, promotional clear packs and multi-SKU packaging sets. No WhatsApp in current source row. User confirmed all first-batch drafts were sent on 2026-07-03."
已审核,T4,T4,,QL Figo / Figo Foods,frozen_food,Johor,https://figofoods.com/,sales@figofoods.com.my,,"halal frozen food, fish balls, processed food",B/T first; A/K optional,"frozen food tray, retail pack, cold-chain container",Email,sent,sent,Email sent from Gmail draft r-7573360876851563949; WhatsApp/call follow-up if no reply,not_started,not_checked,not_checked,not_checked,"Hotpot/frozen category, soft pouch/paper box and automated-line issue.",kevin_selection_feedback_round_2026-07-05.md,"Gmail draft created. Angle: frozen food trays, retail packs and low-temperature PP containers. Mobile numbers available. User confirmed all first-batch drafts were sent on 2026-07-03."
已审核,T4,T4,,Wellbond Food Industries,food_oem_private_label,Kuala Lumpur,https://www.wfigroup.asia/private-labelling-for-food-products,,,"sauces, pastes, private labelling",B/T first; A/K optional,bulk sauce and retail paste packaging,Website/contact discovery,,uncontacted / 未跟进-待背景调查,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,not_started / trial_researched_2026-07-04,not_checked,not_checked,not_checked / checked_contact_route_found,Low/no opportunity under current injection-packaging focus.,kevin_selection_feedback_round_2026-07-05.md,
