workbench_id,row_id,source_pool,original_review_status,original_tier,company,category,location_or_country,booth,website,email,phone_whatsapp,product_packaging_signal,huasue_route,recommended_angle,risk_to_check,first_action,kevin_feedback_notes,source_link,source_notes
WB215,M126,old_master_233,未审核-AI预筛,T3/T4 long_term_nonfood,My One Shop / stationery and office supplies,office_stationery_storage,Malaysia,,https://www.myonline.com.my/,,,"stationery, office supplies, storage products",Non-food track; lower current priority,office storage and stationery organizer category,,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,,,
WB216,M127,old_master_233,未审核-AI预筛,T3 AI_prescreen,myNEWS Malaysia,convenience/F&B retail; supply_chain_outsourcing,Malaysia,,https://mifb.com.my/mycafeexpo/,,,convenience retail foodservice,B/T first; A/K optional,"ready-meal containers, paper cups, paper bags",,先核验官网/联系人/采购负责人；再决定是否开发 / Verify buyer/procurement contact and current packaging; classify as supply-chain outsourcing opportunity.,,,"Malaysia Café Expo ecosystem target: MCE official page states it covers cafe owners, roasters, suppliers, bakery/pastries, snacks/confectionery and cafe franchise/licensing brands; these are target ecosystem companies, not confirmed exhibitor names."
WB217,M128,old_master_233,未审核-AI预筛,T3/T4 long_term_nonfood,Nestco Global,jelly pudding toy candy,Malaysia,,https://jellycandy.com.my/,,verify from website,jelly pudding toy candy,F/E first; T/J optional,"PET jars, PET clear boxes and premium gift/display packaging; T/J only if they use tubs or secure PP boxes.",,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,,,
WB218,M129,old_master_233,未审核-AI预筛,T3/T4 long_term_nonfood,Ngan Yin Groundnut Factory,snack_confectionery,Selangor,,https://www.nganyin.com/,,,"nuts, snacks",F/E first; T/J optional,"nuts jar, PET container, gift pack",,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,,,
WB219,M130,old_master_233,未审核-AI预筛,T3/T4 long_term_nonfood,Nilufar Pet & Aquatic,pet_reptile_aquarium,Selangor,,https://www.nilufar.com.my/,,,pet and aquatic retail,Non-food track; lower current priority,reptile/aquarium product boxes,,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,,,
WB220,M131,old_master_233,未审核-AI预筛,T3/T4 long_term_nonfood,Ninso Malaysia,office_stationery_storage,Malaysia,,https://www.ninso.com.my/,,,value retail/household goods,Non-food track; lower current priority,"storage boxes, stationery organizers",,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,,,
WB221,M132,old_master_233,未审核-AI预筛,T3/T4 long_term_nonfood,Nippon Paint Malaysia,paint_chemical_pail,Malaysia,,https://www.nipponpaint.com.my/contact-us/,,,paint and coatings,Non-food track; lower current priority,"small paint pail, sample pot, branded IML pail",,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,,,
WB222,M133,old_master_233,未审核-AI预筛,T3/T4 long_term_nonfood,Nippon Paint MY,paint/coating; non_food_direct_or_supply_chain,Malaysia / FDM featured,,https://www.fooddrinksmalaysia.com/who-exhibits/,,,paint and coating products,Non-food track; lower current priority,"PP pails/buckets, plastic containers; separate from food packaging",,先核验官网/联系人/采购负责人；再决定是否开发 / Verify website/contact; check company scale and whether buyer/procurement contact exists before outreach.,,,FDM2026 official featured brands: Official FDM2026 who-exhibits page lists this brand under Featured Brands.
WB223,M134,old_master_233,未审核-AI预筛,T3 supply_chain,Nutrifres Food Bev,food and beverage brand; food_direct_customer,Malaysia / FDM featured,,https://www.fooddrinksmalaysia.com/who-exhibits/,,,food and beverage products,Supply-chain outsourcing; not HUASUE-only,"cups, bottles-related secondary packaging, paper cups if beverage channel fit",,先核验官网/联系人/采购负责人；再决定是否开发 / Verify website/contact; check company scale and whether buyer/procurement contact exists before outreach.,,,FDM2026 official featured brands: Official FDM2026 who-exhibits page lists this brand under Featured Brands.
WB224,M135,old_master_233,未审核-AI预筛,T3/T4 long_term_nonfood,OfficeSupplies.my,office_stationery_storage,Malaysia,,https://www.officesupplies.my/,,,office supplies e-commerce,Non-food track; lower current priority,storage/organizer product line,,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,,,
WB225,M136,old_master_233,未审核-AI预筛,T3 supply_chain,Packaton,channel_wholesaler,Malaysia,,https://packaton.com/,,,Food packaging supplier,Needs product-format check,E-commerce/channel partner for packaging SKUs; K-series can be offered for general commodity packaging if suitable,,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,,,
WB226,M137,old_master_233,未审核-AI预筛,T3 supply_chain,Pastry Pro Sdn Bhd,baking ingredients/tools/packaging supplier,Malaysia,,https://www.pastrypro.com.my,,,,C/E first; T/J optional,Bakery packaging reseller and customer-intelligence channel,,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,,,
WB227,M056,old_master_233,已审核,T3,Pastry World Malaysia,wholesale bakery manufacturer / food_sweet_expanded,Selangor,,https://www.pastryworld.my/about,customerservice@pastryworld.my,+6017-538 0009 / +603-5121 8989,wholesale bakery cakes pastry,F/E first; T/J optional,"cake boxes, clear bakery containers, PET jars, dessert cups, pastry trays",,Review/send Gmail draft r-1012602678335781319; then follow up by WhatsApp/phone where available,"Bakery OEM, uncertain fit.",,"Third batch food/sweet focus. Category: wholesale bakery manufacturer. Angle: cake boxes, clear bakery containers, dessert cups, pastry trays. Website added in signature."
WB228,M138,old_master_233,未审核-AI预筛,T3/T4 long_term_nonfood,PBS Office,office_stationery_storage,Malaysia,,https://www.pbsoffice.com/,,,office supplies,Non-food track; lower current priority,office storage and document box category,,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,,,
WB229,M139,old_master_233,未审核-AI预筛,T3/T4 long_term_nonfood,Pet Hypermart,pet_reptile_aquarium,Malaysia,,https://www.pethypermart.com.my/,,,pet supplies retail,Non-food track; lower current priority,pet treat container and accessory pack,,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,,,
WB230,M140,old_master_233,未审核-AI预筛,T3/T4 long_term_nonfood,Pet World Nutritions,pet_reptile_aquarium,Malaysia,,https://www.petworld.com.my/,,,pet food/products,Non-food track; lower current priority,"pet food container, treat jars, retail pack",,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,,,
WB231,M141,old_master_233,未审核-AI预筛,T3/T4 long_term_nonfood,Petsmore,pet_reptile_aquarium,Malaysia,,https://www.petsmore.com.my/,,,pet retail chain,Non-food track; lower current priority,"pet treat jars, accessory boxes, retail pack",,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,,,
WB232,M142,old_master_233,未审核-AI预筛,T3/T4 long_term_nonfood,PMT Industries,hardware_fastener_parts_box,Malaysia,,https://www.pmt-industries.com/,,,engineering/industrial supplier,Non-food track; lower current priority,component boxes and spare parts packaging,,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,,,
WB233,M143,old_master_233,未审核-AI预筛,T3 supply_chain,Pok Brothers Sdn Bhd,frozen_food,Selangor,,https://www.pokbrothers.com/,,,food service and frozen/chilled products,B/T first; A/K optional,foodservice packaging and frozen product suppliers,,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,,,
WB234,M144,old_master_233,未审核-AI预筛,T3 supply_chain,Polymart,channel_wholesaler,Malaysia,,https://www.polymart.com.my/,,,Packaging supplier listed in Malaysia food packaging supplier lists,Needs product-format check,Channel lead to verify; K-series can be offered for general commodity packaging if suitable,,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,,,
WB235,M145,old_master_233,未审核-AI预筛,T3 supply_chain,PP Equipment UNOX,cafe/bakery equipment; supply_chain_outsourcing,Malaysia / FDM featured,,https://www.fooddrinksmalaysia.com/who-exhibits/,,,bakery/cafe equipment,C/E first; T/J optional,"channel to cafes/bakeries; offer paper cups, bags, takeaway supplies, plastic bakery boxes",,先核验官网/联系人/采购负责人；再决定是否开发 / Verify website/contact; check company scale and whether buyer/procurement contact exists before outreach.,,,FDM2026 official featured brands: Official FDM2026 who-exhibits page lists this brand under Featured Brands.
WB236,M146,old_master_233,未审核-AI预筛,T3/T4 long_term_nonfood,PXL Marketing,disposable food packaging supplier,Malaysia,,https://www.pxl.com.my/,,,Disposable food packaging supplier/manufacturer in Malaysia,Non-food track; lower current priority,Large disposable packaging channel; potential distributor or competitor; K-series can be offered for general commodity packaging if suitable,,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,,,
WB237,M147,old_master_233,未审核-AI预筛,T3 supply_chain,QCC F&B Supply Sdn Bhd,F&B supply; supply_chain_outsourcing,Malaysia,,https://www.fooddrinksmalaysia.com/exhibitors-list/,,,F&B supply company,Supply-chain outsourcing; not HUASUE-only,"paper cups, paper bags, nonwoven bags, takeaway supplies, plastic containers",,先核验官网/联系人/采购负责人；再决定是否开发 / Verify official site/contact; determine whether they are direct buyer or channel; check revenue/size if large enough.,,,FDM official exhibitors list 2024/2025: Official FDM exhibitors list includes this company in Malaysia entries.
WB238,M148,old_master_233,未审核-AI预筛,T3/T4 long_term_nonfood,Qian Hu Aquarium & Pets (M) Sdn Bhd,pet_reptile_aquarium,Selangor,,https://www.qianhu.com.my/pet-accessories,sales@qianhu.com.my,03-8724 9288 / 603-8961 5142,aquarium and pet products B2B distributor,C/E first; T/J optional,"clear pet accessory boxes, reptile/aquarium display containers, organizer boxes",,Review/send Gmail draft r7224720231076424088; call 03-87249288,,,"Second batch non-food. Angle: pet accessory boxes, reptile/aquarium display containers, organizer boxes."
WB239,M149,old_master_233,未审核-AI预筛,T3/T4 long_term_nonfood,Quality Confectionaire (M) Sdn Bhd,bakery_biscuit_cookie,"Kepong Baru, Kuala Lumpur, Malaysia",,https://www.qualityconfectionaire.com.my/,qualityconfectionaire@gmail.com,+6012-388 4898,"Traditional Chinese bakery, pastries, cakes, breads, biscuits",T/J first; F/E optional,"Retail bakery clear PET boxes, biscuit trays, festive packaging",,Send WhatsApp opening or call to ask packaging contact,,,"Drafted targeted WhatsApp/email. Products: mooncakes, CNY cookies, butter cookies, cakes, biscuits. Angle: T-series tubs, J-series samples, PET jars, clear boxes, trays; Kuala Lumpur visit or MIFB booth meeting."
WB240,M150,old_master_233,未审核-AI预筛,T3 supply_chain,Quantum Supplies (M) Sdn Bhd,supplies/distributor; supply_chain_outsourcing,Malaysia,,https://www.fooddrinksmalaysia.com/exhibitors-list/,,,supplies/trading,Supply-chain outsourcing; not HUASUE-only,"paper cups, paper bags, nonwoven bags, disposable packaging channel",,先核验官网/联系人/采购负责人；再决定是否开发 / Verify official site/contact; determine whether they are direct buyer or channel; check revenue/size if large enough.,,,FDM official exhibitors list 2024/2025: Official FDM exhibitors list includes this company in Malaysia entries.
WB241,M151,old_master_233,未审核-AI预筛,T3/T4 long_term_nonfood,Reptiles Malaysia communities/retailers,pet_reptile_aquarium,Malaysia,,https://www.facebook.com/search/top?q=reptile%20malaysia,,,reptile hobby and supplies,Non-food track; lower current priority,cricket/insect/reptile transport boxes and ventilation containers,,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,,,
WB242,M152,old_master_233,未审核-AI预筛,T3/T4 long_term_nonfood,Rico Food Industries Sdn. Bhd.,jelly pudding snacks wafer manufacturer,Kedah Malaysia,,https://ricofood.com.my/,info@lawngreen-weasel-345064.hostingersite.com,+604-484 8888,jelly pudding cereal snacks wafer,T/J first; F/E optional,"pudding cups, jelly containers, PET jars, wafer display boxes",,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,,,
WB243,M153,old_master_233,未审核-AI预筛,T3/T4 long_term_nonfood,Rompin Pineapple,fruit product brand; food_direct_customer,Malaysia / FDM featured,,https://www.fooddrinksmalaysia.com/who-exhibits/,,,pineapple products,T/J first; F/E optional,"clear gift packaging, PET boxes, paper bags",,先核验官网/联系人/采购负责人；再决定是否开发 / Verify website/contact; check company scale and whether buyer/procurement contact exists before outreach.,,,FDM2026 official featured brands: Official FDM2026 who-exhibits page lists this brand under Featured Brands.
WB244,M154,old_master_233,未审核-AI预筛,T3/T4 long_term_nonfood,Ryverra Chocolate,chocolate brand/manufacturer; food_direct_customer,Malaysia / FDM featured,,https://www.fooddrinksmalaysia.com/who-exhibits/,,,chocolate products,F/E first; T/J optional,"premium PET jars, clear chocolate boxes, paper gift bags",,先核验官网/联系人/采购负责人；再决定是否开发 / Verify website/contact; check company scale and whether buyer/procurement contact exists before outreach.,,,FDM2026 official featured brands: Official FDM2026 who-exhibits page lists this brand under Featured Brands.
WB245,M155,old_master_233,未审核-AI预筛,T3 supply_chain,SAMENTA F&B SME network,SME food manufacturers network; channel_or_distributor,Malaysia,,https://www.facebook.com/mifbtradefair/posts/theyve-already-registered-have-youjoin-a-growing-network-of-industry-professiona/1315189244146838/,,,SME food manufacturers,Supply-chain outsourcing; not HUASUE-only,"sample packaging, paper bags, plastic food packs",,"先核验官网/联系人/采购负责人；再决定是否开发 / Use association/network search, not direct email; identify member list and individual buyers before outreach.",,,"MIFB buyer programme target category: Facebook buyer-list post indicates registered industry professionals, but individual company names were not retrievable from current fetch; use as association/network target only."
WB246,M156,old_master_233,未审核-AI预筛,T3/T4 long_term_nonfood,Sancora Paints,paint_chemical_pail,Malaysia,,https://www.sancora.com/,,,paint and coatings,Non-food track; lower current priority,paint pail and retail pack,,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,,,
WB247,M157,old_master_233,未审核-AI预筛,T3/T4 long_term_nonfood,Seamaster Paint,paint_chemical_pail,Malaysia,,https://www.seamaster.com.my/,,,paint manufacturer,Non-food track; lower current priority,"paint pail, branded container",,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,,,
WB248,M158,old_master_233,未审核-AI预筛,T3 supply_chain,See Woo Frozen Food Specialist,frozen_food,"Petaling Jaya, Selangor",,https://seewoofrozen.com.my/,seewoopj@live.com,+(60)3-7772 2753 / +(60)3-7781 9996,frozen groceries distributor,B/T first; A/K optional,"frozen retail packs, low-temperature PP containers, distributor-channel packaging",,Review/send Gmail draft r3184696927235647689; call +603-77722753,,,Second batch. Email from public listing/needs final verification. Distributor channel for frozen packaging.
WB249,M159,old_master_233,未审核-AI预筛,T3/T4 long_term_nonfood,SKK Malaysia,paint_chemical_pail,Malaysia,,https://www.skk.com.my/,,,architectural coatings,Non-food track; lower current priority,"coating pail, sample container",,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,,,
WB250,M160,old_master_233,未审核-AI预筛,T3/T4 long_term_nonfood,Smart Paint Malaysia,paint_chemical_pail,Malaysia,,https://smartpaint.com.my/,,,paint brand/distributor,Non-food track; lower current priority,small pail and retail paint pack,,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,,,
WB251,M161,old_master_233,未审核-AI预筛,T3/T4 long_term_nonfood,Snek Ku,snack_confectionery,Malaysia,,https://snekku.com.my/,,,snack foods,F/E first; T/J optional,"PET jars, PET clear boxes and premium gift/display packaging; T/J only if they use tubs or secure PP boxes.",,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,,,
WB252,M162,old_master_233,未审核-AI预筛,T3 AI_prescreen,Solid Cool Marketing (Selayang) Sdn Bhd,beverage/ice cream/food marketing; food_direct_customer,Malaysia,,https://www.fooddrinksmalaysia.com/exhibitors-list/,,,cold food or beverage marketing,F/E first; T/J optional,"cups, dessert containers, paper cups, sampling cups",,先核验官网/联系人/采购负责人；再决定是否开发 / Verify official site/contact; determine whether they are direct buyer or channel; check revenue/size if large enough.,,,FDM official exhibitors list 2024/2025: Official FDM exhibitors list includes this company in Malaysia entries.
WB253,M163,old_master_233,未审核-AI预筛,T3/T4 long_term_nonfood,Stationery World Malaysia,office_stationery_storage,Malaysia,,https://stationeryworld.com.my/,,,stationery supplier,Non-food track; lower current priority,stationery boxes and retail packaging,,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,,,
WB254,M164,old_master_233,未审核-AI预筛,T3 AI_prescreen,Sunglo,margarine / spreads / foodservice,regional brand,,,,,,Needs product-format check,PP tubs / margarine containers / IML tubs,,Identify Malaysia owner/distributor and packaging contact,,,Good fit for T/B tub style if local procurement exists.
WB255,M165,old_master_233,未审核-AI预筛,T3/T4 long_term_nonfood,Suzuka,paint_chemical_pail,Malaysia,,https://www.suzuka.com.my/,,,"texture coating, architectural finishes",Non-food track; lower current priority,coating pail and sample tub,,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,,,
WB256,M166,old_master_233,未审核-AI预筛,T3 supply_chain,SWC Online,channel_wholesaler,Malaysia,,https://swc-online.com/index.php?path=36_36&route=product%2Fsearch,,,Wholesale disposable plastic food packaging supplier,Needs product-format check,Wholesale channel for disposable food plastic packaging; K-series can be offered for general commodity packaging if suitable,,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,,,
WB257,M167,old_master_233,未审核-AI预筛,T3/T4 long_term_nonfood,Tai Sun Lim Kee Food Industries,snack_confectionery,Malaysia,,https://www.taisunlimkee.com/,,,"nuts, snacks",F/E first; T/J optional,"PET jars, PET clear boxes and premium gift/display packaging; T/J only if they use tubs or secure PP boxes.",,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,,,
WB258,M168,old_master_233,未审核-AI预筛,T3/T4 long_term_nonfood,Tian Atelier Group Sdn Bhd / XANYA,food group to verify,Selangor Malaysia,,https://xanyagroup.com,,,,Non-food track; lower current priority,IML/PET if self-owned food brand; first ask product line and purchasing process,,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,,,
WB259,M169,old_master_233,未审核-AI预筛,T3/T4 long_term_nonfood,TOA Paint Malaysia,paint_chemical_pail,Malaysia,,https://www.toagroup.com/my/,,,paint and coatings,Non-food track; lower current priority,paint pail and small tub,,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,,,
WB260,M170,old_master_233,未审核-AI预筛,T3/T4 long_term_nonfood,Tong Heer Fasteners Co Sdn Bhd,hardware_fastener_parts_box,"Perai, Penang",,https://tong.com.my/subsidiaries/,not verified,+604-3903970 / +604-3900840,"stainless fasteners, screws, nuts, threaded items",T/J first; F/E optional,"fastener compartment boxes, small parts organizers, export retail packs",,Call to ask packaging/sourcing contact; use website contact if available,,,"Second batch phone-first. No reliable direct email found. Angle: fastener compartment boxes, export retail packs, small parts organizers."
WB261,M171,old_master_233,未审核-AI预筛,T3/T4 long_term_nonfood,Tong Herr Resources Berhad,hardware_fastener_parts_box,Penang,,https://tong.com.my/,not verified,website contact / phone to verify,fasteners group,Non-food track; lower current priority,"fastener packaging, compartment boxes, parts organizers",,Use website contact/phone to ask packaging/sourcing contact,,,Second batch website/phone-first. No reliable direct email found. Angle: group-level fastener packaging and parts organizers.
WB262,M172,old_master_233,未审核-AI预筛,T3/T4 long_term_nonfood,URC Malaysia / Munchy's,bakery_biscuit_cookie / snack_confectionery / large_account,"MunchWorld Marketing Sdn Bhd, Centro Building, 23rd Floor, 8, Jalan Batu Tiga Lama, 41300 Klang, Selangor, Malaysia; Munchy Food Industries Sdn Bhd, Lot 9366, Batu 7, Simpang 3, Tongkang Pecah, 83010 Batu Pahat, Johor, Malaysia",,https://urc.com.my/contact-us/,,+603-3344 7888; +607-415 3322,"Biscuits, cookies, snacks, confectioneries, promotional packs, export/OEM signal",T/J first; F/E secondary,Supplier proposal for T-series PP tubs and J-series secure boxes for biscuit/snack packs; F/E PET clear jars/boxes for confectionery display and gift packs.,,Submit URC Supplier Proposals form with targeted sample image; then call +603-3344 7888 and +607-415 3322 asking for Packaging Development / Procurement / R&D Packaging.,,,
WB263,M173,old_master_233,未审核-AI预筛,T3 supply_chain,V Top Frozen Food Sdn Bhd,frozen_food,Kuala Lumpur,,https://www.vtopfrozen.com/,,,frozen chicken and seafood supplier,B/T first; A/K optional,"frozen fresh tray, bulk-to-retail repack packaging",,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,,,
WB264,M174,old_master_233,未审核-AI预筛,T3 supply_chain,Vees Kitchen Appliances Sdn Bhd,kitchen equipment; supply_chain_outsourcing,Malaysia,,https://www.fooddrinksmalaysia.com/exhibitors-list/,,,kitchen/cafe equipment,Supply-chain outsourcing; not HUASUE-only,channel to HoReCa buyers; offer paper cups/bags and containers,,先核验官网/联系人/采购负责人；再决定是否开发 / Verify official site/contact; determine whether they are direct buyer or channel; check revenue/size if large enough.,,,FDM official exhibitors list 2024/2025: Official FDM exhibitors list includes this company in Malaysia entries.
WB265,M175,old_master_233,未审核-AI预筛,T3 supply_chain,Wakim,channel_wholesaler,KL/Selangor,,https://www.malaysiafoodpackagings.com/index.html,,,Disposable food packaging supplier in KL and Selangor with distribution/trading history,Needs product-format check,Distributor/wholesale partner for T-series/J-series/food containers; K-series can be offered for general commodity packaging if suitable,,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,,,
WB266,M176,old_master_233,未审核-AI预筛,T3/T4 long_term_nonfood,Wakim Packaging,disposable food packaging supplier,KL/Selangor Malaysia,,https://www.malaysiafoodpackagings.com/index.html,,,,Non-food track; lower current priority,Factory-direct PP/PET containers new SKU supply partnership,,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,,,
WB267,M177,old_master_233,未审核-AI预筛,T3 AI_prescreen,Wanpow Plastic Industries,peer_manufacturer,Malaysia,,https://www.wanpow.com.my/plastic-containers-wholesale-supplier/,,,Plastic containers wholesaler and manufacturer,Needs product-format check,K-series general items; T-series tubs; J-series packaging; complementary/overflow selected SKU cooperation,,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,,,
WB268,M178,old_master_233,未审核-AI预筛,T3/T4 long_term_nonfood,Windmill Food Industries,sugar confectionery manufacturer,Malaysia,,https://www.windmillfood.com.my,,,,F/E first; T/J optional,Candy display boxes jars small PP/PET containers,,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,,,
WB269,M179,old_master_233,未审核-AI预筛,T3 supply_chain,Wooba,channel_wholesaler,Malaysia,,https://wooba.com.my/product-category/food-packaging/plastic-food-packaging/,,,Plastic food container supplier with online ordering,B/T first; A/K optional,Online channel for plastic bento/round/square/sauce/soup containers; K-series can be offered for general commodity packaging if suitable,,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,,,
WB270,M180,old_master_233,未审核-AI预筛,T3/T4 long_term_nonfood,YS Fasteners,hardware_fastener_parts_box,Malaysia,,https://www.ysfasteners.com/,,,fastener supplier/manufacturer,Non-food track; lower current priority,small parts boxes and assortment kits,,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,,,
WB271,M190,old_master_233,未审核-AI预筛,T4/T5 soft_pack_line_risk,Adabi Consumer Industries,sauce_condiment_oem,Malaysia,,https://www.adabi.com/,,,"spices, sauces, paste, flour mixes",B/T first; A/K optional,new SKU or foodservice packaging trials,,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,,,
WB272,M191,old_master_233,未审核-AI预筛,T4 line_risk,AsianMeals,food_oem_private_label,Malaysia,,https://asianmeals.com/services/private-label-oem-manufacturing/,,,"private label sauces, pastes, ready-to-cook food",B/T first; A/K optional,ready-to-cook sauce tub and OEM branded pack,,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,,,
WB273,M192,old_master_233,未审核-AI预筛,T4 line_risk,Ayamas Food Corporation,frozen_food,Malaysia,,https://www.ayamas.com.my/,,,"chicken, frozen/ready food",B/T first; A/K optional,ready meal/frozen food lidded container,,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,,,
WB274,M181,old_master_233,已审核,T4,Barkath Co-Ro Manufacturing Sdn Bhd,beverage manufacturer; food_direct_customer,Malaysia,,https://www.fooddrinksmalaysia.com/exhibitors-list/,,,beverage products,Supply-chain outsourcing; not HUASUE-only,paper cups for sampling/channel; secondary packaging,,先核验官网/联系人/采购负责人；再决定是否开发 / Verify official site/contact; determine whether they are direct buyer or channel; check revenue/size if large enough.,"Low fit. Product/brand portfolio leans beverage bottles, Tetra Pak/paper boxes, candy bags, cans, powder bags, seasoning/basic-food packs and cartons/outer packaging.",,FDM official exhibitors list 2024/2025: Official FDM exhibitors list includes this company in Malaysia entries.
WB275,M193,old_master_233,未审核-AI预筛,T4/T5 soft_pack_line_risk,Bidor Kwong Heng Sdn Bhd,sauce_condiment_oem,Perak,,https://www.bidorkwongheng.com/,,,"soy sauce, bean paste, condiments",B/T first; A/K optional,"condiment packaging, foodservice pail, retail pack",,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,,,
WB276,M194,old_master_233,未审核-AI预筛,T4/T5 soft_pack_line_risk,Brahim's,sauce_condiment_oem,Malaysia,,https://www.brahimsfood.com/,,,"ready meals, sauces, pastes",B/T first; A/K optional,ready meal tray and sauce/paste packs,,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,,,
WB277,M195,old_master_233,未审核-AI预筛,T4 AI_prescreen,Danone,dairy / yogurt / nutrition,multinational,,,,,,B/T cups or tubs; custom validation needed,PP yogurt cups / dairy packaging benchmarking,,Only do market-intelligence research unless Malaysia buyer contact found,,,Large global procurement; difficult.
WB278,M196,old_master_233,未审核-AI预筛,T4/T5 soft_pack_line_risk,Diamond,food brand / dairy / canned or ingredient brand,unknown,,,,,,B/T cups or tubs; custom validation needed,needs verification,,Identify exact brand owner before any outreach,,,Logo ambiguous; verify before action.
WB279,M182,old_master_233,已审核,T4,Dodo / Thong Siek Food Industry,frozen_food,Malaysia,,https://dodo.com.my/,,,halal frozen fish-based products,C/E first; T/J optional,frozen fish cake tray and retail display pack,,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,Hotpot-base/similar line issue.,,
WB280,M197,old_master_233,未审核-AI预筛,T4 line_risk,Dollee,sauce_condiment_oem,Malaysia,,https://www.dollee.com/,,,"cooking paste, sauce, curry paste",C/E first; T/J optional,"paste tub, foodservice pail, retail display",,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,,,
WB281,M183,old_master_233,已审核,T4/T5,Ekee Food Industries Sdn Bhd,food manufacturer; food_direct_customer,Malaysia,,https://www.fooddrinksmalaysia.com/exhibitors-list/,,,food products,Supply-chain outsourcing; not HUASUE-only,"food containers, retail packs, paper bags",,先核验官网/联系人/采购负责人；再决定是否开发 / Verify official site/contact; determine whether they are direct buyer or channel; check revenue/size if large enough.,"Likely limited by seasoning/sachet/filling production systems. Usually soft pouch or cloth/bag-style packaging, not injection-molded rigid packaging.",,FDM official exhibitors list 2024/2025: Official FDM exhibitors list includes this company in Malaysia entries.
WB282,M184,old_master_233,已审核,T4/T5,Fatihah Frozen Sdn Bhd,frozen_food; food_direct_customer / frozen food,Kuala Lumpur / Malaysia,,https://www.fooddrinksmalaysia.com/exhibitors-list/,hello@fatihahfrozenfood.my,,frozen food products,B/T first; A/K optional,"low-temperature PP box, anti-crack cold-chain pack / PP frozen retail packs and trays",,Email sent from Gmail draft r7458688026990820325; phone follow-up if no reply / Verify official site/contact; determine whether they are direct buyer or channel; check revenue/size if large enough.,Mostly soft pouch and paper box.,,"FDM official exhibitors list 2024/2025: Official FDM exhibitors list includes this company in Malaysia entries. / Gmail draft created. Angle: low-temperature PP boxes, anti-crack cold-chain packaging and retail packs. No WhatsApp in current source row. User confirmed all first-batch drafts were sent on 2026-07-03."
WB283,M185,old_master_233,已审核,T4,Fuji Frozen Sdn Bhd,frozen food; food_direct_customer,Malaysia,,https://www.fooddrinksmalaysia.com/exhibitors-list/,,,frozen food products,B/T first; A/K optional,"PP trays, frozen packs, foodservice containers",,先核验官网/联系人/采购负责人；再决定是否开发 / Verify official site/contact; determine whether they are direct buyer or channel; check revenue/size if large enough.,Raw meat/frozen category; uncertain but low.,,FDM official exhibitors list 2024/2025: Official FDM exhibitors list includes this company in Malaysia entries.
